Annotator-D,engiku0118,NRC.715,9,TGT,eng,iku,82,nunatsiaq-20191114,False,1602842912.847,1602842957.932
Annotator-A,engiku012f,Facebook_AI.1465,41,TGT,eng,iku,100,nunatsiaq-20191112,False,1604604637.018,1604604643.5
Annotator-A,engiku012f,UQAM_TanLe.521,0,TGT,eng,iku,99,nunatsiaq-20190926-2,False,1604604662.208,1604605216.436
Annotator-A,engiku012f,UQAM_TanLe.521,2,TGT,eng,iku,69,nunatsiaq-20190926-2,False,1604605223.815,1604605238.352
Annotator-A,engiku012f,UQAM_TanLe.521,5,TGT,eng,iku,79,nunatsiaq-20190926-2,False,1604605246.494,1604605252.783
Annotator-A,engiku012f,UQAM_TanLe.521,8,TGT,eng,iku,76,nunatsiaq-20190926-2,False,1604605287.931,1604605318.036
Annotator-A,engiku012f,Facebook_AI.1465,4,TGT,eng,iku,69,nunatsiaq-20191112,False,1604606107.918,1604606117.548
Annotator-A,engiku012f,UQAM_TanLe.521,33,TGT,eng,iku,68,nunatsiaq-20190926-2,True,1604606063.979,1604606069.64
Annotator-A,engiku012f,Facebook_AI.1465,44,TGT,eng,iku,50,nunatsiaq-20191112,True,1604606733.031,1604606738.062
Annotator-D,engiku0118,NRC.715,12,TGT,eng,iku,56,nunatsiaq-20191114,False,1602843077.752,1602843120.307
Annotator-E,engiku0130,CUNI-Transfer.1009,6,TGT,eng,iku,94,nunatsiaq-20191121,False,1604838202.624,1604838259.412
Annotator-E,engiku0130,CUNI-Transfer.1009,9,TGT,eng,iku,99,nunatsiaq-20191121,False,1604838373.857,1604838440.242
Annotator-E,engiku0130,CUNI-Transfer.1009,17,TGT,eng,iku,50,nunatsiaq-20191121,False,1604840171.681,1604840208.483
Annotator-E,engiku0130,zlabs-nlp.49,11,TGT,eng,iku,0,nunatsiaq-20190930,False,1604840770.223,1604840773.318
Annotator-E,engiku0130,zlabs-nlp.49,18,TGT,eng,iku,0,nunatsiaq-20190930,False,1604840794.376,1604840798.162
Annotator-E,engiku0130,zlabs-nlp.49,22,TGT,eng,iku,0,nunatsiaq-20190930,False,1604840819.231,1604840834.167
Annotator-E,engiku0130,UQAM_TanLe.521,18,BAD,eng,iku,50,nunatsiaq-20191125,False,1604841586.071,1604841636.063
Annotator-E,engiku0130,zlabs-nlp.49,1,TGT,eng,iku,0,nunatsiaq-20191106,False,1604796472.764,1604796476.119
Annotator-D,engiku0118,Groningen.1392,0,BAD,eng,iku,0,nunatsiaq-20190930,False,1602846605.03,1602846627.42
Annotator-E,engiku0130,zlabs-nlp.49,8,TGT,eng,iku,0,nunatsiaq-20191106,False,1604796511.1,1604796515.299
Annotator-E,engiku0130,UEDIN.1281,21,TGT,eng,iku,97,nunatsiaq-20191025-2,False,1604801169.574,1604801234.203
Annotator-E,engiku0130,zlabs-nlp.49,17,TGT,eng,iku,0,nunatsiaq-20191106,False,1604835860.41,1604835864.091
Annotator-E,engiku0130,zlabs-nlp.49,25,BAD,eng,iku,0,nunatsiaq-20191106,False,1604835946.891,1604835952.569
Annotator-E,engiku0131,zlabs-nlp.49,20,TGT,eng,iku,0,nunatsiaq-20191010,False,1604848776.93,1604848780.416
Annotator-E,engiku0131,zlabs-nlp.49,24,TGT,eng,iku,0,nunatsiaq-20191010,False,1604848791.135,1604848794.164
Annotator-E,engiku0131,zlabs-nlp.49,26,TGT,eng,iku,0,nunatsiaq-20191010,False,1604848798.205,1604848801.3
Annotator-E,engiku0131,zlabs-nlp.49,18,TGT,eng,iku,0,nunatsiaq-20191129,False,1604849034.226,1604849038.509
Annotator-D,engiku0118,Groningen.1392,6,BAD,eng,iku,10,nunatsiaq-20190930,False,1602846778.172,1602846825.47
Annotator-E,engiku0131,zlabs-nlp.49,21,BAD,eng,iku,0,nunatsiaq-20191129,False,1604849056.902,1604849070.416
Annotator-E,engiku0131,Groningen.1392,32,TGT,eng,iku,77,nunatsiaq-20191009,False,1604847348.033,1604847375.023
Annotator-E,engiku0131,Groningen.1392,35,TGT,eng,iku,76,nunatsiaq-20191009,False,1604847444.81,1604847554.906
Annotator-E,engiku0131,Groningen.1392,37,TGT,eng,iku,69,nunatsiaq-20191009,False,1604847562.995,1604847576.981
Annotator-E,engiku0131,Groningen.1392,9,TGT,eng,iku,76,nunatsiaq-20191022,False,1604843169.17,1604843188.238
Annotator-E,engiku0131,Groningen.1392,15,TGT,eng,iku,88,nunatsiaq-20191022,False,1604843423.786,1604843493.267
Annotator-E,engiku0131,Groningen.1392,39,TGT,eng,iku,87,nunatsiaq-20191022,False,1604844663.848,1604844716.502
Annotator-E,engiku0132,zlabs-nlp.49,29,TGT,eng,iku,0,nunatsiaq-20191022,False,1604864746.846,1604864750.933
Annotator-D,engiku0118,NRC.715,12,BAD,eng,iku,12,nunatsiaq-20191114,False,1602849521.595,1602849585.347
Annotator-E,engiku0132,Facebook_AI.1465,27,TGT,eng,iku,95,nunatsiaq-20191009,False,1604868046.676,1604868162.105
Annotator-E,engiku0132,Facebook_AI.1465,24,TGT,eng,iku,76,nunatsiaq-20191009,False,1604867898.982,1604867945.87
Annotator-E,engiku0132,zlabs-nlp.49,14,BAD,eng,iku,0,nunatsiaq-20191022,False,1604868900.116,1604868922.199
Annotator-E,engiku0132,SRPOL.383,7,TGT,eng,iku,72,nunatsiaq-20191017-2,False,1604852364.364,1604852416.182
Annotator-E,engiku0132,SRPOL.383,8,TGT,eng,iku,64,nunatsiaq-20191017-2,False,1604852416.195,1604852501.598
Annotator-E,engiku0132,SRPOL.383,11,TGT,eng,iku,96,nunatsiaq-20191017-2,False,1604852641.523,1604852667.64
