Annotator-C,engiku0713,OPPO.722,12,TGT,eng,iku,80,Hansard_20180319_part23,True,1618167364.554,1618167368.502
Annotator-C,engiku0701,CUNI-Transfer.1009,1,TGT,eng,iku,76,Hansard_20180319_part82,False,1616863044.145,1616863180.057
Annotator-C,engiku0701,CUNI-Transfer.1009,2,TGT,eng,iku,76,Hansard_20180319_part82,False,1616863180.072,1616863210.213
Annotator-C,engiku0701,CUNI-Transfer.1009,3,TGT,eng,iku,100,Hansard_20180319_part82,False,1616863210.23,1616863222.533
Annotator-C,engiku0701,CUNI-Transfer.1009,4,TGT,eng,iku,76,Hansard_20180319_part82,False,1616863222.548,1616863260.676
Annotator-C,engiku0701,CUNI-Transfer.1009,5,TGT,eng,iku,75,Hansard_20180319_part82,False,1616863260.69,1616863275.048
Annotator-C,engiku0701,CUNI-Transfer.1009,6,TGT,eng,iku,24,Hansard_20180319_part82,False,1616863275.06,1616863357.205
Annotator-C,engiku0701,CUNI-Transfer.1009,7,TGT,eng,iku,0,Hansard_20180319_part82,False,1616863357.223,1616863392.054
Annotator-C,engiku0701,CUNI-Transfer.1009,8,TGT,eng,iku,76,Hansard_20180319_part82,False,1616863392.065,1616863420.558
Annotator-C,engiku0701,CUNI-Transfer.1009,9,TGT,eng,iku,0,Hansard_20180319_part82,False,1616863420.576,1616863469.894
Annotator-C,engiku0701,CUNI-Transfer.1009,10,TGT,eng,iku,50,Hansard_20180319_part82,False,1616863469.905,1616863493.404
Annotator-C,engiku0701,CUNI-Transfer.1009,11,TGT,eng,iku,99,Hansard_20180319_part82,False,1616863493.418,1616863505.296
Annotator-C,engiku0701,CUNI-Transfer.1009,12,TGT,eng,iku,97,Hansard_20180319_part82,False,1616863505.306,1616863547.67
Annotator-C,engiku0701,CUNI-Transfer.1009,13,TGT,eng,iku,99,Hansard_20180319_part82,False,1616863547.686,1616863572.449
Annotator-C,engiku0701,CUNI-Transfer.1009,14,TGT,eng,iku,0,Hansard_20180319_part82,False,1616863572.46,1616863583.296
Annotator-C,engiku0701,CUNI-Transfer.1009,15,TGT,eng,iku,75,Hansard_20180319_part82,False,1616863583.305,1616863594.448
Annotator-C,engiku0701,CUNI-Transfer.1009,16,TGT,eng,iku,76,Hansard_20180319_part82,False,1616863594.458,1616863621.022
Annotator-C,engiku0701,CUNI-Transfer.1009,17,TGT,eng,iku,99,Hansard_20180319_part82,False,1616863621.034,1616863628.389
Annotator-C,engiku0701,CUNI-Transfer.1009,18,TGT,eng,iku,76,Hansard_20180319_part82,True,1616863628.394,1616863654.465
Annotator-C,engiku0701,UQAM_TanLe.521,0,TGT,eng,iku,86,Hansard_20180319_part9,False,1616953428.599,1616953644.29
Annotator-C,engiku0701,UQAM_TanLe.521,1,TGT,eng,iku,75,Hansard_20180319_part9,False,1616953644.304,1616953744.416
Annotator-C,engiku0701,UQAM_TanLe.521,2,TGT,eng,iku,86,Hansard_20180319_part9,False,1616953744.432,1616953767.986
Annotator-C,engiku0701,UQAM_TanLe.521,3,TGT,eng,iku,50,Hansard_20180319_part9,False,1616953768.001,1616953785.0
Annotator-C,engiku0701,UQAM_TanLe.521,4,TGT,eng,iku,76,Hansard_20180319_part9,False,1616953785.016,1616953829.112
Annotator-C,engiku0701,UQAM_TanLe.521,5,TGT,eng,iku,24,Hansard_20180319_part9,False,1616953829.127,1616953912.128
Annotator-C,engiku0701,UQAM_TanLe.521,6,TGT,eng,iku,75,Hansard_20180319_part9,False,1616953912.142,1616953949.367
Annotator-C,engiku0701,UQAM_TanLe.521,7,TGT,eng,iku,76,Hansard_20180319_part9,False,1616953949.382,1616953983.6
Annotator-C,engiku0701,UQAM_TanLe.521,8,TGT,eng,iku,76,Hansard_20180319_part9,False,1616953983.612,1616954033.631
Annotator-C,engiku0701,UQAM_TanLe.521,9,TGT,eng,iku,65,Hansard_20180319_part9,False,1616954033.644,1616954068.776
Annotator-C,engiku0701,UQAM_TanLe.521,10,TGT,eng,iku,50,Hansard_20180319_part9,False,1616954068.79,1616954190.115
Annotator-C,engiku0701,UQAM_TanLe.521,11,TGT,eng,iku,50,Hansard_20180319_part9,False,1616954190.128,1616954213.141
Annotator-C,engiku0701,UQAM_TanLe.521,12,TGT,eng,iku,50,Hansard_20180319_part9,False,1616954213.153,1616954243.403
Annotator-C,engiku0701,UQAM_TanLe.521,13,TGT,eng,iku,64,Hansard_20180319_part9,False,1616954243.417,1616954292.088
Annotator-C,engiku0701,UQAM_TanLe.521,14,TGT,eng,iku,24,Hansard_20180319_part9,False,1616954292.101,1616954309.618
Annotator-C,engiku0701,UQAM_TanLe.521,15,TGT,eng,iku,63,Hansard_20180319_part9,True,1616954309.627,1616954316.256
Annotator-C,engiku0701,SRPOL.383,0,TGT,eng,iku,75,Hansard_20180319_part57,False,1616954317.638,1616954448.461
Annotator-C,engiku0701,SRPOL.383,1,TGT,eng,iku,75,Hansard_20180319_part57,False,1616954448.477,1616954513.32
Annotator-C,engiku0701,SRPOL.383,2,TGT,eng,iku,76,Hansard_20180319_part57,False,1616954513.338,1616954524.312
Annotator-C,engiku0701,SRPOL.383,3,TGT,eng,iku,76,Hansard_20180319_part57,False,1616954524.327,1616954545.359
Annotator-C,engiku0701,SRPOL.383,4,TGT,eng,iku,76,Hansard_20180319_part57,False,1616954545.376,1616954563.383
Annotator-C,engiku0701,SRPOL.383,5,TGT,eng,iku,90,Hansard_20180319_part57,False,1616954563.398,1616954573.32
Annotator-C,engiku0701,SRPOL.383,6,TGT,eng,iku,88,Hansard_20180319_part57,False,1616954573.334,1616954603.302
Annotator-C,engiku0701,SRPOL.383,7,TGT,eng,iku,87,Hansard_20180319_part57,False,1616954603.319,1616954609.591
Annotator-C,engiku0701,SRPOL.383,8,TGT,eng,iku,88,Hansard_20180319_part57,False,1616954609.605,1616954617.021
Annotator-C,engiku0701,SRPOL.383,9,TGT,eng,iku,87,Hansard_20180319_part57,False,1616954617.036,1616954630.589
Annotator-C,engiku0701,SRPOL.383,10,TGT,eng,iku,89,Hansard_20180319_part57,False,1616954630.604,1616954640.415
Annotator-C,engiku0701,SRPOL.383,11,TGT,eng,iku,91,Hansard_20180319_part57,False,1616954640.427,1616954657.487
Annotator-C,engiku0701,SRPOL.383,12,TGT,eng,iku,89,Hansard_20180319_part57,False,1616954657.501,1616954685.412
Annotator-C,engiku0701,SRPOL.383,13,TGT,eng,iku,84,Hansard_20180319_part57,False,1616954685.426,1616954704.798
Annotator-C,engiku0701,SRPOL.383,14,TGT,eng,iku,89,Hansard_20180319_part57,False,1616954704.81,1616954717.698
Annotator-C,engiku0701,SRPOL.383,15,TGT,eng,iku,89,Hansard_20180319_part57,False,1616954717.711,1616954730.636
Annotator-C,engiku0701,SRPOL.383,16,TGT,eng,iku,90,Hansard_20180319_part57,False,1616954730.65,1616954752.822
Annotator-C,engiku0701,SRPOL.383,17,TGT,eng,iku,87,Hansard_20180319_part57,False,1616954752.836,1616954802.712
Annotator-C,engiku0701,SRPOL.383,18,TGT,eng,iku,87,Hansard_20180319_part57,False,1616954802.726,1616954814.45
Annotator-C,engiku0701,SRPOL.383,19,TGT,eng,iku,87,Hansard_20180319_part57,True,1616954814.458,1616954822.817
Annotator-C,engiku0701,UEDIN.1281,0,TGT,eng,iku,76,Hansard_20180319_part79,False,1616958699.345,1616958723.253
Annotator-C,engiku0701,UEDIN.1281,1,TGT,eng,iku,24,Hansard_20180319_part79,False,1616958723.266,1616958734.459
Annotator-C,engiku0701,UEDIN.1281,2,TGT,eng,iku,0,Hansard_20180319_part79,False,1616958734.47,1616958748.93
Annotator-C,engiku0701,UEDIN.1281,3,TGT,eng,iku,76,Hansard_20180319_part79,False,1616958748.94,1616958786.204
Annotator-C,engiku0701,UEDIN.1281,4,TGT,eng,iku,99,Hansard_20180319_part79,False,1616958786.222,1616958792.904
Annotator-C,engiku0701,UEDIN.1281,5,TGT,eng,iku,76,Hansard_20180319_part79,False,1616958792.918,1616958813.893
Annotator-C,engiku0701,UEDIN.1281,6,TGT,eng,iku,50,Hansard_20180319_part79,False,1616958813.908,1616958836.181
Annotator-C,engiku0701,UEDIN.1281,7,TGT,eng,iku,0,Hansard_20180319_part79,False,1616958836.197,1616958845.244
Annotator-C,engiku0701,UEDIN.1281,8,TGT,eng,iku,76,Hansard_20180319_part79,False,1616958845.257,1616958864.656
Annotator-C,engiku0701,UEDIN.1281,9,TGT,eng,iku,50,Hansard_20180319_part79,False,1616958864.671,1616958911.714
Annotator-C,engiku0701,UEDIN.1281,10,TGT,eng,iku,93,Hansard_20180319_part79,False,1616958911.728,1616958934.478
Annotator-C,engiku0701,UEDIN.1281,11,TGT,eng,iku,97,Hansard_20180319_part79,False,1616958934.49,1616958942.564
Annotator-C,engiku0701,UEDIN.1281,12,TGT,eng,iku,50,Hansard_20180319_part79,False,1616958942.579,1616958990.752
Annotator-C,engiku0701,UEDIN.1281,13,TGT,eng,iku,24,Hansard_20180319_part79,False,1616958990.768,1616959021.748
Annotator-C,engiku0701,UEDIN.1281,14,TGT,eng,iku,50,Hansard_20180319_part79,False,1616959021.76,1616959051.51
Annotator-C,engiku0701,UEDIN.1281,15,TGT,eng,iku,75,Hansard_20180319_part79,False,1616959051.525,1616959079.879
Annotator-C,engiku0701,UEDIN.1281,16,TGT,eng,iku,50,Hansard_20180319_part79,True,1616959079.888,1616959095.951
Annotator-C,engiku0701,OPPO.722,0,TGT,eng,iku,50,Hansard_20180319_part6,False,1616959097.349,1616959305.874
Annotator-C,engiku0701,OPPO.722,1,TGT,eng,iku,50,Hansard_20180319_part6,False,1616959305.89,1616959333.739
Annotator-C,engiku0701,OPPO.722,2,TGT,eng,iku,50,Hansard_20180319_part6,False,1616959333.754,1616959364.792
Annotator-C,engiku0701,OPPO.722,3,TGT,eng,iku,0,Hansard_20180319_part6,False,1616959364.807,1616959386.394
Annotator-C,engiku0701,OPPO.722,4,TGT,eng,iku,50,Hansard_20180319_part6,False,1616959386.408,1616959421.699
Annotator-C,engiku0701,OPPO.722,5,TGT,eng,iku,50,Hansard_20180319_part6,False,1616959421.711,1616959460.113
Annotator-C,engiku0701,OPPO.722,6,TGT,eng,iku,76,Hansard_20180319_part6,False,1616959460.126,1616959504.43
Annotator-C,engiku0701,OPPO.722,7,TGT,eng,iku,50,Hansard_20180319_part6,False,1616959504.443,1616959579.754
Annotator-C,engiku0701,OPPO.722,8,TGT,eng,iku,76,Hansard_20180319_part6,False,1616959579.763,1616959632.121
Annotator-C,engiku0701,OPPO.722,9,TGT,eng,iku,24,Hansard_20180319_part6,False,1616959632.135,1616959677.372
Annotator-C,engiku0701,OPPO.722,10,TGT,eng,iku,50,Hansard_20180319_part6,False,1616959677.386,1616959731.476
Annotator-C,engiku0701,OPPO.722,11,TGT,eng,iku,76,Hansard_20180319_part6,False,1616959731.489,1616959791.993
Annotator-C,engiku0701,OPPO.722,12,TGT,eng,iku,50,Hansard_20180319_part6,True,1616959792.001,1616959800.288
Annotator-C,engiku0701,SRPOL.383,0,TGT,eng,iku,99,Hansard_20180319_part97,False,1616959801.806,1616959819.274
Annotator-C,engiku0701,SRPOL.383,1,TGT,eng,iku,99,Hansard_20180319_part97,False,1616959819.291,1616959842.394
Annotator-C,engiku0701,SRPOL.383,2,TGT,eng,iku,76,Hansard_20180319_part97,False,1616959842.412,1616959874.942
Annotator-C,engiku0701,SRPOL.383,3,TGT,eng,iku,99,Hansard_20180319_part97,False,1616959874.962,1616959897.141
Annotator-C,engiku0701,SRPOL.383,4,TGT,eng,iku,99,Hansard_20180319_part97,False,1616959897.157,1616959910.767
Annotator-C,engiku0701,SRPOL.383,5,TGT,eng,iku,99,Hansard_20180319_part97,False,1616959910.783,1616959924.437
Annotator-C,engiku0701,SRPOL.383,6,TGT,eng,iku,76,Hansard_20180319_part97,False,1616959924.452,1616959959.396
Annotator-C,engiku0701,SRPOL.383,7,TGT,eng,iku,90,Hansard_20180319_part97,False,1616959959.41,1616959993.31
Annotator-C,engiku0701,SRPOL.383,8,TGT,eng,iku,75,Hansard_20180319_part97,False,1616959993.324,1616960015.974
Annotator-D,engiku0714,Facebook_AI.1465,12,TGT,eng,iku,77,Hansard_20180319_part23,True,1617071170.459,1617071189.193
