hansard	Hansard_20180319	1	Hansard_20180319_part1	0	0
hansard	Hansard_20180319	2	Hansard_20180319_part1	1	1
hansard	Hansard_20180319	3	Hansard_20180319_part1	2	2
hansard	Hansard_20180319	4	Hansard_20180319_part1	3	3
hansard	Hansard_20180319	5	Hansard_20180319_part1	4	4
hansard	Hansard_20180319	6	Hansard_20180319_part1	5	5
hansard	Hansard_20180319	7	Hansard_20180319_part1	6	6
hansard	Hansard_20180319	8	Hansard_20180319_part1	7	7
hansard	Hansard_20180319	9	Hansard_20180319_part1	8	8
hansard	Hansard_20180319	10	Hansard_20180319_part1	9	9
hansard	Hansard_20180319	11	Hansard_20180319_part1	10	10
hansard	Hansard_20180319	12	Hansard_20180319_part1	11	11
hansard	Hansard_20180319	13	Hansard_20180319_part1	12	12
hansard	Hansard_20180319	14	Hansard_20180319_part1	13	13
hansard	Hansard_20180319	15	Hansard_20180319_part1	14	14
hansard	Hansard_20180319	16	Hansard_20180319_part1	15	15
hansard	Hansard_20180319	17	Hansard_20180319_part1	16	16
hansard	Hansard_20180319	18	Hansard_20180319_part1	17	17
hansard	Hansard_20180319	19	Hansard_20180319_part1	18	18
hansard	Hansard_20180319	20	Hansard_20180319_part1	19	19
hansard	Hansard_20180319	21	Hansard_20180319_part2	0	20
hansard	Hansard_20180319	22	Hansard_20180319_part2	1	21
hansard	Hansard_20180319	23	Hansard_20180319_part2	2	22
hansard	Hansard_20180319	24	Hansard_20180319_part2	3	23
hansard	Hansard_20180319	25	Hansard_20180319_part2	4	24
hansard	Hansard_20180319	26	Hansard_20180319_part2	5	25
hansard	Hansard_20180319	27	Hansard_20180319_part2	6	26
hansard	Hansard_20180319	28	Hansard_20180319_part2	7	27
hansard	Hansard_20180319	29	Hansard_20180319_part2	8	28
hansard	Hansard_20180319	30	Hansard_20180319_part2	9	29
hansard	Hansard_20180319	31	Hansard_20180319_part2	10	30
hansard	Hansard_20180319	32	Hansard_20180319_part2	11	31
hansard	Hansard_20180319	33	Hansard_20180319_part2	12	32
hansard	Hansard_20180319	34	Hansard_20180319_part2	13	33
hansard	Hansard_20180319	35	Hansard_20180319_part2	14	34
hansard	Hansard_20180319	36	Hansard_20180319_part2	15	35
hansard	Hansard_20180319	37	Hansard_20180319_part2	16	36
hansard	Hansard_20180319	38	Hansard_20180319_part3	0	37
hansard	Hansard_20180319	39	Hansard_20180319_part3	1	38
hansard	Hansard_20180319	40	Hansard_20180319_part3	2	39
hansard	Hansard_20180319	41	Hansard_20180319_part3	3	40
hansard	Hansard_20180319	42	Hansard_20180319_part3	4	41
hansard	Hansard_20180319	43	Hansard_20180319_part3	5	42
hansard	Hansard_20180319	44	Hansard_20180319_part3	6	43
hansard	Hansard_20180319	45	Hansard_20180319_part3	7	44
hansard	Hansard_20180319	46	Hansard_20180319_part3	8	45
hansard	Hansard_20180319	47	Hansard_20180319_part3	9	46
hansard	Hansard_20180319	48	Hansard_20180319_part3	10	47
hansard	Hansard_20180319	49	Hansard_20180319_part3	11	48
hansard	Hansard_20180319	50	Hansard_20180319_part3	12	49
hansard	Hansard_20180319	51	Hansard_20180319_part3	13	50
hansard	Hansard_20180319	52	Hansard_20180319_part3	14	51
hansard	Hansard_20180319	53	Hansard_20180319_part3	15	52
hansard	Hansard_20180319	54	Hansard_20180319_part3	16	53
hansard	Hansard_20180319	55	Hansard_20180319_part4	0	54
hansard	Hansard_20180319	56	Hansard_20180319_part4	1	55
hansard	Hansard_20180319	57	Hansard_20180319_part4	2	56
hansard	Hansard_20180319	58	Hansard_20180319_part4	3	57
hansard	Hansard_20180319	59	Hansard_20180319_part4	4	58
hansard	Hansard_20180319	60	Hansard_20180319_part4	5	59
hansard	Hansard_20180319	61	Hansard_20180319_part4	6	60
hansard	Hansard_20180319	62	Hansard_20180319_part4	7	61
hansard	Hansard_20180319	63	Hansard_20180319_part4	8	62
hansard	Hansard_20180319	64	Hansard_20180319_part4	9	63
hansard	Hansard_20180319	65	Hansard_20180319_part4	10	64
hansard	Hansard_20180319	66	Hansard_20180319_part4	11	65
hansard	Hansard_20180319	67	Hansard_20180319_part4	12	66
hansard	Hansard_20180319	68	Hansard_20180319_part4	13	67
hansard	Hansard_20180319	69	Hansard_20180319_part4	14	68
hansard	Hansard_20180319	70	Hansard_20180319_part5	0	69
hansard	Hansard_20180319	71	Hansard_20180319_part5	1	70
hansard	Hansard_20180319	72	Hansard_20180319_part5	2	71
hansard	Hansard_20180319	73	Hansard_20180319_part5	3	72
hansard	Hansard_20180319	74	Hansard_20180319_part5	4	73
hansard	Hansard_20180319	75	Hansard_20180319_part5	5	74
hansard	Hansard_20180319	76	Hansard_20180319_part5	6	75
hansard	Hansard_20180319	77	Hansard_20180319_part5	7	76
hansard	Hansard_20180319	78	Hansard_20180319_part5	8	77
hansard	Hansard_20180319	79	Hansard_20180319_part5	9	78
hansard	Hansard_20180319	80	Hansard_20180319_part5	10	79
hansard	Hansard_20180319	81	Hansard_20180319_part5	11	80
hansard	Hansard_20180319	82	Hansard_20180319_part5	12	81
hansard	Hansard_20180319	83	Hansard_20180319_part5	13	82
hansard	Hansard_20180319	84	Hansard_20180319_part5	14	83
hansard	Hansard_20180319	85	Hansard_20180319_part5	15	84
hansard	Hansard_20180319	86	Hansard_20180319_part5	16	85
hansard	Hansard_20180319	87	Hansard_20180319_part5	17	86
hansard	Hansard_20180319	88	Hansard_20180319_part6	0	87
hansard	Hansard_20180319	89	Hansard_20180319_part6	1	88
hansard	Hansard_20180319	90	Hansard_20180319_part6	2	89
hansard	Hansard_20180319	91	Hansard_20180319_part6	3	90
hansard	Hansard_20180319	92	Hansard_20180319_part6	4	91
hansard	Hansard_20180319	93	Hansard_20180319_part6	5	92
hansard	Hansard_20180319	94	Hansard_20180319_part6	6	93
hansard	Hansard_20180319	95	Hansard_20180319_part6	7	94
hansard	Hansard_20180319	96	Hansard_20180319_part6	8	95
hansard	Hansard_20180319	97	Hansard_20180319_part6	9	96
hansard	Hansard_20180319	98	Hansard_20180319_part6	10	97
hansard	Hansard_20180319	99	Hansard_20180319_part6	11	98
hansard	Hansard_20180319	100	Hansard_20180319_part7	0	99
hansard	Hansard_20180319	101	Hansard_20180319_part7	1	100
hansard	Hansard_20180319	102	Hansard_20180319_part7	2	101
hansard	Hansard_20180319	103	Hansard_20180319_part7	3	102
hansard	Hansard_20180319	104	Hansard_20180319_part7	4	103
hansard	Hansard_20180319	105	Hansard_20180319_part7	5	104
hansard	Hansard_20180319	106	Hansard_20180319_part7	6	105
hansard	Hansard_20180319	107	Hansard_20180319_part7	7	106
hansard	Hansard_20180319	108	Hansard_20180319_part7	8	107
hansard	Hansard_20180319	109	Hansard_20180319_part8	0	108
hansard	Hansard_20180319	110	Hansard_20180319_part8	1	109
hansard	Hansard_20180319	111	Hansard_20180319_part8	2	110
hansard	Hansard_20180319	112	Hansard_20180319_part8	3	111
hansard	Hansard_20180319	113	Hansard_20180319_part8	4	112
hansard	Hansard_20180319	114	Hansard_20180319_part8	5	113
hansard	Hansard_20180319	115	Hansard_20180319_part8	6	114
hansard	Hansard_20180319	116	Hansard_20180319_part8	7	115
hansard	Hansard_20180319	117	Hansard_20180319_part8	8	116
hansard	Hansard_20180319	118	Hansard_20180319_part8	9	117
hansard	Hansard_20180319	119	Hansard_20180319_part9	0	118
hansard	Hansard_20180319	120	Hansard_20180319_part9	1	119
hansard	Hansard_20180319	121	Hansard_20180319_part9	2	120
hansard	Hansard_20180319	122	Hansard_20180319_part9	3	121
hansard	Hansard_20180319	123	Hansard_20180319_part9	4	122
hansard	Hansard_20180319	124	Hansard_20180319_part9	5	123
hansard	Hansard_20180319	125	Hansard_20180319_part9	6	124
hansard	Hansard_20180319	126	Hansard_20180319_part9	7	125
hansard	Hansard_20180319	127	Hansard_20180319_part9	8	126
hansard	Hansard_20180319	128	Hansard_20180319_part9	9	127
hansard	Hansard_20180319	129	Hansard_20180319_part9	10	128
hansard	Hansard_20180319	130	Hansard_20180319_part9	11	129
hansard	Hansard_20180319	131	Hansard_20180319_part9	12	130
hansard	Hansard_20180319	132	Hansard_20180319_part9	13	131
hansard	Hansard_20180319	133	Hansard_20180319_part9	14	132
hansard	Hansard_20180319	134	Hansard_20180319_part10	0	133
hansard	Hansard_20180319	135	Hansard_20180319_part10	1	134
hansard	Hansard_20180319	136	Hansard_20180319_part10	2	135
hansard	Hansard_20180319	137	Hansard_20180319_part10	3	136
hansard	Hansard_20180319	138	Hansard_20180319_part10	4	137
hansard	Hansard_20180319	139	Hansard_20180319_part10	5	138
hansard	Hansard_20180319	140	Hansard_20180319_part10	6	139
hansard	Hansard_20180319	141	Hansard_20180319_part10	7	140
hansard	Hansard_20180319	142	Hansard_20180319_part10	8	141
hansard	Hansard_20180319	143	Hansard_20180319_part10	9	142
hansard	Hansard_20180319	144	Hansard_20180319_part10	10	143
hansard	Hansard_20180319	145	Hansard_20180319_part10	11	144
hansard	Hansard_20180319	146	Hansard_20180319_part10	12	145
hansard	Hansard_20180319	147	Hansard_20180319_part10	13	146
hansard	Hansard_20180319	148	Hansard_20180319_part10	14	147
hansard	Hansard_20180319	149	Hansard_20180319_part10	15	148
hansard	Hansard_20180319	150	Hansard_20180319_part10	16	149
hansard	Hansard_20180319	151	Hansard_20180319_part10	17	150
hansard	Hansard_20180319	152	Hansard_20180319_part10	18	151
hansard	Hansard_20180319	153	Hansard_20180319_part10	19	152
hansard	Hansard_20180319	154	Hansard_20180319_part10	20	153
hansard	Hansard_20180319	155	Hansard_20180319_part10	21	154
hansard	Hansard_20180319	156	Hansard_20180319_part10	22	155
hansard	Hansard_20180319	157	Hansard_20180319_part10	23	156
hansard	Hansard_20180319	158	Hansard_20180319_part10	24	157
hansard	Hansard_20180319	159	Hansard_20180319_part10	25	158
hansard	Hansard_20180319	160	Hansard_20180319_part11	0	159
hansard	Hansard_20180319	161	Hansard_20180319_part11	1	160
hansard	Hansard_20180319	162	Hansard_20180319_part11	2	161
hansard	Hansard_20180319	163	Hansard_20180319_part11	3	162
hansard	Hansard_20180319	164	Hansard_20180319_part11	4	163
hansard	Hansard_20180319	165	Hansard_20180319_part11	5	164
hansard	Hansard_20180319	166	Hansard_20180319_part11	6	165
hansard	Hansard_20180319	167	Hansard_20180319_part11	7	166
hansard	Hansard_20180319	168	Hansard_20180319_part11	8	167
hansard	Hansard_20180319	169	Hansard_20180319_part11	9	168
hansard	Hansard_20180319	170	Hansard_20180319_part11	10	169
hansard	Hansard_20180319	171	Hansard_20180319_part11	11	170
hansard	Hansard_20180319	172	Hansard_20180319_part11	12	171
hansard	Hansard_20180319	173	Hansard_20180319_part11	13	172
hansard	Hansard_20180319	174	Hansard_20180319_part11	14	173
hansard	Hansard_20180319	175	Hansard_20180319_part12	0	174
hansard	Hansard_20180319	176	Hansard_20180319_part12	1	175
hansard	Hansard_20180319	177	Hansard_20180319_part12	2	176
hansard	Hansard_20180319	178	Hansard_20180319_part12	3	177
hansard	Hansard_20180319	179	Hansard_20180319_part12	4	178
hansard	Hansard_20180319	180	Hansard_20180319_part12	5	179
hansard	Hansard_20180319	181	Hansard_20180319_part12	6	180
hansard	Hansard_20180319	182	Hansard_20180319_part12	7	181
hansard	Hansard_20180319	183	Hansard_20180319_part12	8	182
hansard	Hansard_20180319	184	Hansard_20180319_part13	0	183
hansard	Hansard_20180319	185	Hansard_20180319_part13	1	184
hansard	Hansard_20180319	186	Hansard_20180319_part13	2	185
hansard	Hansard_20180319	187	Hansard_20180319_part13	3	186
hansard	Hansard_20180319	188	Hansard_20180319_part13	4	187
hansard	Hansard_20180319	189	Hansard_20180319_part13	5	188
hansard	Hansard_20180319	190	Hansard_20180319_part13	6	189
hansard	Hansard_20180319	191	Hansard_20180319_part13	7	190
hansard	Hansard_20180319	192	Hansard_20180319_part13	8	191
hansard	Hansard_20180319	193	Hansard_20180319_part13	9	192
hansard	Hansard_20180319	194	Hansard_20180319_part13	10	193
hansard	Hansard_20180319	195	Hansard_20180319_part13	11	194
hansard	Hansard_20180319	196	Hansard_20180319_part13	12	195
hansard	Hansard_20180319	197	Hansard_20180319_part13	13	196
hansard	Hansard_20180319	198	Hansard_20180319_part14	0	197
hansard	Hansard_20180319	199	Hansard_20180319_part14	1	198
hansard	Hansard_20180319	200	Hansard_20180319_part14	2	199
hansard	Hansard_20180319	201	Hansard_20180319_part14	3	200
hansard	Hansard_20180319	202	Hansard_20180319_part14	4	201
hansard	Hansard_20180319	203	Hansard_20180319_part14	5	202
hansard	Hansard_20180319	204	Hansard_20180319_part14	6	203
hansard	Hansard_20180319	205	Hansard_20180319_part14	7	204
hansard	Hansard_20180319	206	Hansard_20180319_part14	8	205
hansard	Hansard_20180319	207	Hansard_20180319_part14	9	206
hansard	Hansard_20180319	208	Hansard_20180319_part14	10	207
hansard	Hansard_20180319	209	Hansard_20180319_part15	0	208
hansard	Hansard_20180319	210	Hansard_20180319_part15	1	209
hansard	Hansard_20180319	211	Hansard_20180319_part15	2	210
hansard	Hansard_20180319	212	Hansard_20180319_part15	3	211
hansard	Hansard_20180319	213	Hansard_20180319_part15	4	212
hansard	Hansard_20180319	214	Hansard_20180319_part15	5	213
hansard	Hansard_20180319	215	Hansard_20180319_part15	6	214
hansard	Hansard_20180319	216	Hansard_20180319_part15	7	215
hansard	Hansard_20180319	217	Hansard_20180319_part15	8	216
hansard	Hansard_20180319	218	Hansard_20180319_part15	9	217
hansard	Hansard_20180319	219	Hansard_20180319_part15	10	218
hansard	Hansard_20180319	220	Hansard_20180319_part15	11	219
hansard	Hansard_20180319	221	Hansard_20180319_part15	12	220
hansard	Hansard_20180319	222	Hansard_20180319_part15	13	221
hansard	Hansard_20180319	223	Hansard_20180319_part16	0	222
hansard	Hansard_20180319	224	Hansard_20180319_part16	1	223
hansard	Hansard_20180319	225	Hansard_20180319_part16	2	224
hansard	Hansard_20180319	226	Hansard_20180319_part16	3	225
hansard	Hansard_20180319	227	Hansard_20180319_part16	4	226
hansard	Hansard_20180319	228	Hansard_20180319_part16	5	227
hansard	Hansard_20180319	229	Hansard_20180319_part16	6	228
